label:tert[5].v( 0.5)
16281
0	-55
0.00281348	-54.9979
0.00562696	-54.9958
0.00999488	-54.9925
0.0174625	-54.987
0.03138	-54.9766
0.0452975	-54.9662
0.0592149	-54.9558
0.0807383	-54.9397
0.102262	-54.9237
0.136153	-54.8984
0.170043	-54.8733
0.230955	-54.8283
0.291867	-54.7839
0.352779	-54.7402
0.413691	-54.6973
0.474603	-54.6551
0.572589	-54.5891
0.670574	-54.525
0.76856	-54.4629
0.924223	-54.3679
1.07989	-54.2768
1.23555	-54.1893
1.51439	-54.0403
1.79323	-53.8999
2.07206	-53.7667
2.3509	-53.6396
2.62974	-53.5176
2.90858	-53.4
3.18741	-53.2861
3.62497	-53.1136
4.06253	-52.9473
4.50009	-52.7859
4.93764	-52.6286
5.3752	-52.4746
6.03548	-52.2473
6.69575	-52.0252
7.35603	-51.8075
8.0163	-51.5939
8.67658	-51.384
9.67185	-51.0745
10.6671	-50.7732
11.6624	-50.4799
12.6577	-50.1947
13.653	-49.9175
15.4667	-49.4327
17.2805	-48.9737
19.0943	-48.5392
20.9081	-48.1281
22.7218	-47.7391
24.5356	-47.3714
26.3494	-47.0238
28.1632	-46.6952
29.9769	-46.3842
31.7907	-46.0903
33.6045	-45.8125
35.4183	-45.5503
37.232	-45.3026
39.0458	-45.0688
40.8596	-44.8481
42.6734	-44.6409
44.4872	-44.4462
46.3009	-44.264
48.1147	-44.0929
49.9285	-43.9337
51.7423	-43.7865
53.556	-43.6507
55.3698	-43.5264
57.1836	-43.4128
58.9974	-43.3096
60.8111	-43.2164
62.6249	-43.1335
64.4387	-43.0603
66.2525	-42.9969
68.0662	-42.942
69.88	-42.8947
71.6938	-42.8544
73.5076	-42.8206
75.3214	-42.7928
77.1351	-42.7696
78.9489	-42.7508
80.7627	-42.7345
82.5765	-42.7202
84.3902	-42.7068
86.204	-42.6939
88.0178	-42.6803
89.8316	-42.6654
91.6453	-42.648
93.4591	-42.6276
95.2729	-42.6035
97.0867	-42.5757
99.9262	-42.5234
102.766	-42.4608
105.605	-42.3861
108.445	-42.2984
111.284	-42.1976
114.124	-42.0837
116.963	-41.9558
119.803	-41.8145
122.642	-41.6586
125.482	-41.4881
128.321	-41.302
131.161	-41.099
134	-40.8774
136.839	-40.6356
137.955	-40.5335
139.07	-40.4263
140.185	-40.3144
141.3	-40.1972
142.415	-40.0742
143.53	-39.9448
144.646	-39.8078
145.761	-39.6621
146.876	-39.5072
147.467	-39.4205
148.058	-39.3303
148.649	-39.2363
149.24	-39.1381
149.832	-39.0355
150.423	-38.9278
151.014	-38.8147
151.605	-38.6952
152.196	-38.5688
152.787	-38.4348
153.379	-38.2919
153.97	-38.1392
154.561	-37.9748
155.152	-37.7973
155.452	-37.7014
155.752	-37.6009
156.053	-37.4957
156.353	-37.3853
156.653	-37.2694
156.953	-37.1471
157.253	-37.0181
157.724	-36.8003
158.194	-36.5605
158.664	-36.2949
159.134	-35.997
159.604	-35.6603
159.892	-35.4312
160.179	-35.1806
160.466	-34.9047
160.753	-34.5994
161.04	-34.2584
161.327	-33.8742
161.614	-33.437
161.786	-33.1445
161.957	-32.824
162.129	-32.471
162.301	-32.0793
162.473	-31.6416
162.644	-31.1481
162.816	-30.586
162.918	-30.211
163.021	-29.8004
163.123	-29.3487
163.226	-28.8486
163.328	-28.2912
163.431	-27.6653
163.533	-26.9562
163.598	-26.4602
163.662	-25.9181
163.726	-25.3233
163.791	-24.6674
163.855	-23.9406
163.92	-23.1313
163.984	-22.2254
164.048	-21.2062
164.113	-20.0542
164.177	-18.7473
164.242	-17.2611
164.28	-16.278
164.318	-15.2173
164.357	-14.0749
164.395	-12.8482
164.434	-11.5361
164.472	-10.1399
164.511	-8.66433
164.549	-7.11801
164.588	-5.51423
164.626	-3.87007
164.664	-2.20612
164.689	-1.15974
164.713	-0.122592
164.737	0.898894
164.761	1.89796
164.785	2.86822
164.81	3.80354
164.834	4.69859
164.858	5.54856
164.882	6.34943
164.906	7.09788
164.931	7.79138
164.955	8.42807
164.979	9.00674
165.003	9.52674
165.027	9.9879
165.052	10.3905
165.076	10.7352
165.1	11.0228
165.124	11.2547
165.148	11.4321
165.173	11.5566
165.197	11.6299
165.221	11.6538
165.245	11.6303
165.269	11.5613
165.294	11.4489
165.318	11.2951
165.342	11.102
165.366	10.8718
165.391	10.6065
165.415	10.3084
165.454	9.7583
165.493	9.13545
165.533	8.44838
165.572	7.70523
165.612	6.91364
165.651	6.08081
165.69	5.21337
165.73	4.31743
165.769	3.39861
165.809	2.46201
165.836	1.80732
165.863	1.14781
165.89	0.484833
165.917	-0.180399
165.945	-0.846749
165.972	-1.5132
165.999	-2.17886
166.026	-2.84294
166.053	-3.50479
166.081	-4.1639
166.108	-4.81987
166.135	-5.47242
166.162	-6.12138
166.189	-6.76668
166.217	-7.40833
166.244	-8.04643
166.271	-8.68114
166.313	-9.64593
166.354	-10.6043
166.396	-11.5572
166.437	-12.506
166.479	-13.452
166.521	-14.3963
166.562	-15.3402
166.604	-16.2847
166.645	-17.2308
166.687	-18.1791
166.729	-19.1303
166.77	-20.0847
166.812	-21.0426
166.853	-22.0039
166.895	-22.9685
166.937	-23.9361
166.978	-24.906
167.02	-25.8776
167.061	-26.85
167.103	-27.8223
167.145	-28.7935
167.186	-29.7625
167.228	-30.728
167.269	-31.6889
167.311	-32.6439
167.353	-33.5919
167.394	-34.5317
167.436	-35.4622
167.477	-36.3822
167.519	-37.2908
167.561	-38.187
167.602	-39.0699
167.644	-39.9386
167.707	-41.2297
167.77	-42.484
167.833	-43.6995
167.897	-44.8746
167.96	-46.0082
168.023	-47.0996
168.086	-48.1483
168.15	-49.1543
168.213	-50.1176
168.276	-51.0383
168.339	-51.917
168.402	-52.7541
168.5	-53.9667
168.598	-55.0858
168.695	-56.116
168.793	-57.063
168.89	-57.9327
168.988	-58.7311
169.085	-59.4639
169.183	-60.1368
169.281	-60.755
169.378	-61.3231
169.525	-62.0927
169.672	-62.7721
169.818	-63.3726
169.965	-63.9039
170.112	-64.3744
170.259	-64.7913
170.406	-65.1607
170.552	-65.4881
170.699	-65.7779
170.924	-66.1585
171.149	-66.4724
171.374	-66.7297
171.599	-66.9382
171.824	-67.105
172.049	-67.2355
172.274	-67.3346
172.641	-67.4387
173.008	-67.4835
173.375	-67.4802
173.741	-67.4374
174.108	-67.3623
174.475	-67.2604
174.842	-67.1365
175.209	-66.9942
175.576	-66.8367
175.943	-66.6667
176.53	-66.3734
177.118	-66.0602
177.706	-65.7323
178.293	-65.3937
178.881	-65.0472
179.468	-64.6952
180.394	-64.1329
181.32	-63.5649
182.245	-62.9941
183.171	-62.4233
184.096	-61.8549
185.022	-61.2906
185.948	-60.7313
186.873	-60.1781
187.799	-59.6323
188.724	-59.0953
189.65	-58.5681
190.575	-58.0512
191.501	-57.5454
192.427	-57.0512
193.352	-56.569
194.278	-56.099
195.203	-55.6412
196.129	-55.1955
197.055	-54.7618
197.98	-54.3397
198.906	-53.9289
199.831	-53.5288
200.757	-53.1397
201.683	-52.7612
202.608	-52.3926
203.534	-52.0327
204.459	-51.6818
205.385	-51.3393
206.311	-51.0059
207.236	-50.6793
207.882	-50.4552
208.528	-50.2356
209.174	-50.0214
209.819	-49.8106
210.465	-49.6019
211.111	-49.3955
211.757	-49.1933
212.402	-48.9951
213.048	-48.8
213.694	-48.6068
214.34	-48.4179
214.773	-48.294
215.206	-48.1707
215.639	-48.0472
216.072	-47.9251
216.505	-47.8055
216.938	-47.6881
217.371	-47.571
217.804	-47.4551
218.237	-47.3408
218.67	-47.2284
219.103	-47.1167
219.536	-47.0059
219.969	-46.896
220.402	-46.7885
220.712	-46.7126
221.023	-46.6366
221.334	-46.5601
221.644	-46.4843
221.955	-46.4098
222.266	-46.3365
222.577	-46.2634
222.887	-46.1906
223.198	-46.1183
223.509	-46.0469
223.819	-45.9759
224.13	-45.9056
224.441	-45.8362
224.752	-45.7676
225.062	-45.699
225.373	-45.6306
225.684	-45.5623
225.995	-45.4945
226.305	-45.4276
226.616	-45.362
226.927	-45.2969
227.237	-45.2317
227.548	-45.1665
227.859	-45.1021
228.17	-45.0385
228.48	-44.9755
228.791	-44.9125
229.102	-44.8499
229.412	-44.7877
229.723	-44.7262
230.034	-44.6648
230.345	-44.6041
230.655	-44.5435
230.966	-44.4838
231.191	-44.4411
231.417	-44.3982
231.642	-44.3548
231.867	-44.3114
232.092	-44.2687
232.318	-44.2268
232.543	-44.1848
232.768	-44.1428
232.993	-44.1008
233.219	-44.0593
233.444	-44.0179
233.669	-43.9767
233.894	-43.9354
234.12	-43.8946
234.345	-43.8537
234.512	-43.8232
234.679	-43.7929
234.846	-43.7632
235.013	-43.7338
235.18	-43.704
235.348	-43.6741
235.515	-43.6443
235.682	-43.6148
235.849	-43.5854
236.016	-43.556
236.183	-43.5266
236.35	-43.4973
236.517	-43.4682
236.684	-43.439
236.852	-43.41
237.019	-43.3809
237.186	-43.3521
237.353	-43.3232
237.52	-43.2944
237.687	-43.2656
237.854	-43.2369
238.021	-43.2082
238.188	-43.1796
238.355	-43.1511
238.523	-43.1227
238.69	-43.0944
238.857	-43.066
239.024	-43.0377
239.191	-43.0096
239.358	-42.9814
239.525	-42.9533
239.692	-42.9252
239.859	-42.8972
240.026	-42.8693
240.194	-42.8414
240.361	-42.8135
240.528	-42.7857
240.695	-42.758
240.862	-42.7304
241.029	-42.7028
241.196	-42.6751
241.363	-42.6473
241.53	-42.6197
241.697	-42.5921
241.865	-42.5647
242.032	-42.5372
242.199	-42.5097
242.366	-42.4822
242.533	-42.4548
242.7	-42.4274
242.867	-42.4001
243.034	-42.3728
243.201	-42.3455
243.368	-42.3182
243.536	-42.2909
243.703	-42.2637
243.87	-42.2363
244.037	-42.2089
244.204	-42.1817
244.371	-42.1545
244.538	-42.1273
244.705	-42.1001
244.872	-42.0728
245.039	-42.0457
245.207	-42.0186
245.374	-41.9915
245.541	-41.9644
245.708	-41.9372
245.875	-41.9101
246.042	-41.883
246.209	-41.8559
246.376	-41.8287
246.543	-41.8016
246.71	-41.7745
246.878	-41.7472
247.045	-41.7199
247.212	-41.6926
247.379	-41.6654
247.546	-41.6383
247.713	-41.611
247.88	-41.5837
248.047	-41.5562
248.214	-41.5289
248.381	-41.5016
248.549	-41.4743
248.716	-41.4469
248.883	-41.4195
249.05	-41.392
249.217	-41.3646
249.384	-41.3372
249.551	-41.3098
249.718	-41.2823
249.885	-41.2546
250.052	-41.2268
250.22	-41.1991
250.387	-41.1713
250.554	-41.1435
250.721	-41.1155
250.888	-41.0876
251.055	-41.0595
251.222	-41.0312
251.389	-41.0029
251.556	-40.9748
251.723	-40.9466
251.891	-40.9183
252.058	-40.8898
252.225	-40.8612
252.392	-40.8325
252.559	-40.8039
252.726	-40.7751
252.893	-40.7461
253.06	-40.7171
253.227	-40.688
253.517	-40.6373
253.806	-40.5862
254.095	-40.5347
254.384	-40.4828
254.673	-40.4306
254.962	-40.3781
255.252	-40.325
255.541	-40.2715
255.83	-40.2173
256.119	-40.1628
256.408	-40.1077
256.697	-40.0521
256.986	-39.9957
257.276	-39.9385
257.565	-39.8804
257.854	-39.8217
258.143	-39.762
258.432	-39.7018
258.721	-39.6402
259.011	-39.5774
259.3	-39.5137
259.589	-39.4491
259.878	-39.3835
260.167	-39.3164
260.456	-39.2479
260.746	-39.1777
261.035	-39.1059
261.324	-39.0323
261.613	-38.9571
261.902	-38.8799
262.191	-38.8009
262.481	-38.7193
262.77	-38.6352
263.059	-38.5483
263.348	-38.4588
263.637	-38.3663
263.926	-38.2708
264.216	-38.1717
264.505	-38.0688
264.794	-37.9611
265.083	-37.8486
265.372	-37.7306
265.661	-37.6071
265.951	-37.4773
266.24	-37.3405
266.529	-37.1956
266.818	-37.042
267.107	-36.8786
267.396	-36.7045
267.685	-36.5178
267.975	-36.3166
268.264	-36.0985
268.553	-35.8612
268.842	-35.6013
269.131	-35.3149
269.42	-34.9964
269.71	-34.6392
269.999	-34.2343
270.288	-33.7695
270.577	-33.2283
270.866	-32.5859
271.155	-31.8052
271.338	-31.2181
271.52	-30.5328
271.702	-29.7185
271.884	-28.7296
271.997	-27.9996
272.11	-27.1529
272.224	-26.1567
272.337	-24.966
272.45	-23.5178
272.528	-22.3264
272.605	-20.932
272.683	-19.2881
272.761	-17.34
272.809	-15.9639
272.857	-14.438
272.905	-12.7533
272.953	-10.9064
273.001	-8.90283
273.049	-6.75894
273.097	-4.50784
273.145	-2.19604
273.193	0.11421
273.222	1.51527
273.252	2.87684
273.282	4.18405
273.311	5.42324
273.341	6.58305
273.371	7.65548
273.4	8.63475
273.43	9.51699
273.46	10.2998
273.489	10.9825
273.519	11.5658
273.549	12.0514
273.578	12.4414
273.608	12.7388
273.638	12.9466
273.667	13.0686
273.697	13.1085
273.727	13.0703
273.756	12.9582
273.786	12.7763
273.816	12.529
273.845	12.2206
273.875	11.8554
273.905	11.4377
273.934	10.9717
273.964	10.4616
273.994	9.91119
274.023	9.32443
274.053	8.70497
274.083	8.05629
274.112	7.38169
274.142	6.68427
274.172	5.96691
274.201	5.2323
274.231	4.48294
274.261	3.72115
274.29	2.94909
274.32	2.1688
274.35	1.38222
274.379	0.591172
274.409	-0.202572
274.439	-0.997331
274.468	-1.79151
274.498	-2.58361
274.528	-3.37228
274.557	-4.15635
274.587	-4.93482
274.617	-5.70691
274.646	-6.47207
274.676	-7.22994
274.706	-7.98041
274.735	-8.72351
274.765	-9.45945
274.795	-10.1886
274.824	-10.9115
274.854	-11.6285
274.884	-12.3405
274.913	-13.048
274.943	-13.7517
274.973	-14.4524
275.002	-15.1506
275.032	-15.847
275.062	-16.5422
275.091	-17.2367
275.121	-17.931
275.151	-18.6255
275.181	-19.3205
275.21	-20.0163
275.24	-20.7132
275.27	-21.4112
275.299	-22.1103
275.329	-22.8107
275.359	-23.5121
275.388	-24.2146
275.418	-24.9179
275.448	-25.6218
275.477	-26.3261
275.507	-27.0305
275.537	-27.7347
275.566	-28.4384
275.596	-29.1411
275.626	-29.8426
275.655	-30.5424
275.685	-31.2402
275.715	-31.9355
275.744	-32.6279
275.774	-33.3171
275.824	-34.4642
275.873	-35.5991
275.923	-36.7201
275.973	-37.8254
276.023	-38.9135
276.072	-39.9828
276.122	-41.0318
276.172	-42.0593
276.222	-43.064
276.271	-44.045
276.321	-45.0011
276.371	-45.9317
276.421	-46.8362
276.47	-47.714
276.52	-48.5648
276.57	-49.3884
276.62	-50.1846
276.669	-50.9533
276.719	-51.6946
